,Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Identifier,Outlet_Type,Outlet_Size,Outlet_Location_Type,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales
4149,FDT57,Low Fat,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,15.2,0.019031184,235.5248,2004,4740.496
520,FDQ51,Regular,Meat,OUT013,Supermarket Type1,High,Tier 3,16.0,0.017536671,45.5718,1987,1039.9796
2396,DRN37,LF,Soft Drinks,OUT018,Supermarket Type2,Medium,Tier 3,9.6,0.096689673,168.0158,2009,1336.9264
123,NCM43,Low Fat,Others,OUT035,Supermarket Type1,Small,Tier 2,14.5,0.019471688,164.821,2004,2120.573
2387,FDA07,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,7.55,0.03107068,122.4072,2009,857.5504
3987,FDL51,Regular,Dairy,OUT013,Supermarket Type1,High,Tier 3,20.7,0.04745185,214.6876,1987,3001.4264
1201,FDU03,Regular,Meat,OUT018,Supermarket Type2,Medium,Tier 3,18.7,0.091950972,184.2292,2009,1277.0044
490,FDC33,Regular,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.068604503,197.3768,1985,7488.9184
5216,FDP49,Regular,Breakfast,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.068754395,54.5614,1985,1713.1034
5563,FDV04,Regular,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,7.825,0.149986868,158.8288,2004,1414.1592
2703,FDZ01,Regular,Canned,OUT035,Supermarket Type1,Small,Tier 2,8.975,0.009057132,104.099,2004,2476.776
1673,FDP44,Regular,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,16.5,0.07964724,101.4332,1987,1948.1308
6108,FDF53,reg,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,20.75,0.083606565,178.8318,1997,3608.636
3840,FDS39,Low Fat,Meat,OUT013,Supermarket Type1,High,Tier 3,6.895,0.022441883,143.8812,1987,2707.1428
2245,FDO32,Low Fat,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.119959873,45.506,1985,885.514
831,FDD46,Low Fat,Snack Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.247321039,152.3998,1985,153.7998
4019,FDR19,Regular,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.158947217,145.5102,1985,5978.2182
2215,FDH08,Low Fat,Fruits and Vegetables,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.030516069,227.801,1985,459.402
4028,FDB38,Regular,Canned,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.027214272,159.692,1985,3515.424
2242,FDR43,Low Fat,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,18.2,0.161458973,37.819,2004,256.333
2277,FDV52,Regular,Frozen Foods,OUT018,Supermarket Type2,Medium,Tier 3,20.7,0.122015744,117.7466,2009,2828.3184
2943,DRB13,Regular,Soft Drinks,OUT013,Supermarket Type1,High,Tier 3,6.115,0.007038478,189.253,1987,3605.307
3978,FDQ32,Regular,Fruits and Vegetables,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.081605462,122.3388,1985,371.5164
1090,NCT06,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,17.1,0.038705317,165.0842,1987,2320.9788
5990,NCE18,Low Fat,Household,OUT035,Supermarket Type1,Small,Tier 2,10.0,0.021421289,248.375,2004,7240.575
3288,FDI34,Regular,Snack Foods,OUT046,Supermarket Type1,Small,Tier 1,10.65,0.085135953,232.3668,1997,3685.8688
5486,FDI32,Low Fat,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.173529036,113.2834,1985,4376.9692
599,FDS31,reg,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,13.1,0.0,178.9318,1999,3067.3406
5424,FDC47,Low Fat,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,15.0,0.118868155,229.4694,2004,5937.6044
4372,FDE38,Low Fat,Canned,OUT046,Supermarket Type1,Small,Tier 1,6.52,0.044607161,164.2842,1997,2818.3314
3802,FDW12,Regular,Baking Goods,OUT013,Supermarket Type1,High,Tier 3,8.315,0.035542581,143.3444,1987,1596.5884
2164,FDJ33,Regular,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,8.895,0.088681966,121.973,2009,2956.152
1799,FDX50,Low Fat,Dairy,OUT018,Supermarket Type2,Medium,Tier 3,20.1,0.074931201,108.9228,2009,1105.228
1818,FDZ31,Regular,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,15.35,0.113195815,190.8504,2004,3643.2576
884,FDL44,Low Fat,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,18.25,0.012272797,160.2894,2004,3235.788
1725,FDC45,Low Fat,Fruits and Vegetables,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.237651344,170.2106,1985,171.1106
4720,DRF36,Low Fat,Soft Drinks,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.023463124,190.6846,1985,9554.23
1431,FDS13,Low Fat,Canned,OUT018,Supermarket Type2,Medium,Tier 3,6.465,0.0,263.1884,2009,2914.8724
414,NCH30,Low Fat,Household,OUT035,Supermarket Type1,Small,Tier 2,17.1,0.067141355,114.586,2004,2942.836
2920,FDS24,Regular,Baking Goods,OUT018,Supermarket Type2,Medium,Tier 3,20.85,0.062477955,87.2514,2009,1505.3738
1091,FDY24,Regular,Baking Goods,OUT035,Supermarket Type1,Small,Tier 2,4.88,0.0,53.1298,2004,808.947
443,DRI37,Low Fat,Soft Drinks,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.107076832,58.7904,1985,1288.9888
2949,FDZ52,Low Fat,Frozen Foods,OUT018,Supermarket Type2,Medium,Tier 3,19.2,0.100482186,111.8886,2009,1667.829
4077,FDS55,Low Fat,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.080771137,146.4734,1985,4157.2552
1693,DRL35,low fat,Hard Drinks,OUT035,Supermarket Type1,Small,Tier 2,15.7,0.030697825,42.877,2004,1168.479
1902,NCN42,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,20.25,0.014222617,148.9418,1997,3531.4032
1804,NCU17,Low Fat,Health and Hygiene,OUT013,Supermarket Type1,High,Tier 3,5.32,0.0,101.7674,1987,1120.5414
5550,FDW39,Regular,Meat,OUT018,Supermarket Type2,Medium,Tier 3,6.69,0.037060755,176.837,2009,1411.496
412,FDO44,Low Fat,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.087029712,109.2228,1985,3205.1612
2103,FDU08,LF,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.027183141,99.7042,1985,3868.9638
5044,NCJ18,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.163148041,116.6124,1985,3199.8348
5548,FDK38,Low Fat,Canned,OUT035,Supermarket Type1,Small,Tier 2,6.65,0.053279839,147.7734,2004,2078.6276
913,FDD32,Regular,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,17.7,0.040897932,82.6276,1987,731.0484
373,FDN16,Regular,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,12.6,0.062648111,104.899,1987,1960.781
4102,FDH47,Regular,Starchy Foods,OUT035,Supermarket Type1,Small,Tier 2,13.5,0.128791854,95.4068,2004,1944.136
1212,DRA12,LF,Soft Drinks,OUT035,Supermarket Type1,Small,Tier 2,11.6,0.0,141.9154,2004,992.7078
2845,FDC34,Regular,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,16.0,0.173462841,157.6972,2009,2960.1468
3404,NCX05,Low Fat,Health and Hygiene,OUT013,Supermarket Type1,High,Tier 3,15.2,0.09698132,116.3492,1987,2548.6824
4230,FDT20,Low Fat,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,10.5,0.041360997,39.5164,1987,926.7936
1290,FDC17,LF,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,12.15,0.01544786,211.2928,1987,2735.1064
1955,FDY60,Regular,Baking Goods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.02624324,143.8128,1985,4458.1968
2921,FDS15,Regular,Meat,OUT046,Supermarket Type1,Small,Tier 1,9.195,0.078060601,106.3596,1997,2912.2092
2876,FDT44,Low Fat,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,16.6,0.103146658,117.2466,1999,2239.0854
3477,NCL42,Low Fat,Household,OUT049,Supermarket Type1,Medium,Tier 1,18.85,0.040434372,244.3144,1999,5635.3312
1967,FDZ45,Low Fat,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,14.1,0.067148407,200.4084,2009,3968.168
5860,FDG09,Regular,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.047704151,187.2556,1985,4506.1344
1119,FDF16,Low Fat,Frozen Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.085715273,146.6076,1985,1773.6912
503,FDA23,Low Fat,Baking Goods,OUT046,Supermarket Type1,Small,Tier 1,9.8,0.047187038,100.6016,1997,1619.2256
4147,FDI22,Low Fat,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.095746519,208.6612,1985,7317.142
1717,NCM07,Low Fat,Others,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.03976832,83.9908,1985,2348.9424
1375,FDK57,Low Fat,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.079904068,120.044,1985,4434.228
1868,NCN43,Low Fat,Others,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.006727008,125.173,1985,3202.498
2379,FDZ25,Regular,Canned,OUT018,Supermarket Type2,Medium,Tier 3,15.7,0.027729547,169.379,2009,1528.011
5007,DRJ11,Low Fat,Hard Drinks,OUT013,Supermarket Type1,High,Tier 3,9.5,0.085020342,188.7872,1987,1701.7848
5339,FDM14,Low Fat,Canned,OUT035,Supermarket Type1,Small,Tier 2,13.8,0.01326146,108.0254,2004,759.6778
4237,FDY52,Low Fat,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,6.365,0.007342171,59.9536,1987,980.0576
4707,FDR48,Low Fat,Baking Goods,OUT013,Supermarket Type1,High,Tier 3,11.65,0.131394793,151.9024,1987,1669.8264
5265,FDP08,Regular,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,20.5,0.112584813,192.0478,1999,1549.9824
1299,FDX37,Low Fat,Canned,OUT049,Supermarket Type1,Medium,Tier 1,16.2,0.063127333,100.47,1999,1597.92
4733,FDS19,Regular,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,13.8,0.064195136,75.8012,2004,1138.518
3384,FDH53,Regular,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,20.5,0.0,82.8592,2004,908.1512
2031,FDJ45,Low Fat,Seafood,OUT049,Supermarket Type1,Medium,Tier 1,17.75,0.073524776,34.8216,1999,207.7296
4461,FDO21,Regular,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,11.6,0.009802791,223.0404,2009,1125.202
5671,FDZ58,Low Fat,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,17.85,0.052257982,121.8072,1999,2450.144
