,Date,type,region,year,Total Volume,PLU4046,PLU4225,PLU4770,Total Bags,Small Bags,Large Bags,XLarge Bags,AveragePrice
14215,2/7/2016,organic,Seattle,2016,33199.26,557.91,13292.78,29.22,19319.35,7549.44,11769.91,0.0,1.26
15679,4/16/2017,organic,HartfordSpringfield,2017,26638.93,997.33,18975.35,5.51,6660.74,6618.65,42.09,0.0,2.0
10919,7/5/2015,organic,Pittsburgh,2015,1383.67,751.58,204.51,0.0,427.58,423.79,3.79,0.0,1.83
10074,10/4/2015,organic,Houston,2015,10800.6,6511.05,101.39,0.0,4188.16,4188.16,0.0,0.0,1.48
543,7/19/2015,conventional,Columbus,2015,159137.17,75080.98,33397.18,24209.42,26449.59,21845.65,2442.62,2161.32,1.05
14652,9/11/2016,organic,West,2016,197265.79,43258.13,39127.68,77.84,114802.14,46197.11,68605.03,0.0,1.48
5569,11/20/2016,conventional,WestTexNewMexico,2016,670051.41,407045.54,40680.13,11622.63,210703.11,109832.07,100871.04,0.0,0.99
11712,4/5/2015,organic,Syracuse,2015,1690.53,2.46,104.5,0.0,1583.57,1583.57,0.0,0.0,1.76
7482,10/15/2017,conventional,Plains,2017,1232522.78,566004.4,324285.18,4322.76,337910.44,260794.05,77059.87,56.52,1.77
10326,11/29/2015,organic,Louisville,2015,1491.28,34.6,805.09,0.0,651.59,0.0,651.59,0.0,1.19
2358,8/23/2015,conventional,SouthCentral,2015,5235579.44,3058909.34,1546628.56,30815.55,599225.99,513745.16,85422.36,58.47,0.89
13366,6/5/2016,organic,NewOrleansMobile,2016,1388.5,737.02,0.0,0.0,651.48,641.48,10.0,0.0,1.68
13189,10/30/2016,organic,MiamiFtLauderdale,2016,385.55,8.13,47.42,0.0,330.0,330.0,0.0,0.0,1.58
4,11/29/2015,conventional,Albany,2015,51039.6,941.48,43838.39,75.78,6183.95,5986.26,197.69,0.0,1.28
7127,6/25/2017,conventional,NewYork,2017,1521598.08,53675.18,1060721.23,3691.1,403510.57,260423.69,126518.07,16568.81,1.47
7631,12/24/2017,conventional,RichmondNorfolk,2017,206250.4,49403.62,70977.27,1201.14,84668.37,75698.7,8969.67,0.0,1.19
13137,10/30/2016,organic,Louisville,2016,2038.12,1.27,1696.28,0.0,340.57,196.67,143.9,0.0,1.82
8435,10/22/2017,conventional,WestTexNewMexico,2017,673664.68,390067.16,159230.47,2000.47,122366.58,63878.87,58487.71,0.0,1.04
4145,4/10/2016,conventional,Midsouth,2016,2836884.82,589785.48,1349757.59,79794.87,817546.88,703737.29,112614.44,1195.15,1.05
14302,6/5/2016,organic,SouthCentral,2016,117920.36,36488.57,7670.66,417.29,73343.84,59332.91,14010.93,0.0,1.1
16151,5/21/2017,organic,Nashville,2017,9281.83,358.52,2467.74,0.0,6455.57,591.22,5864.35,0.0,1.2
83,5/24/2015,conventional,Atlanta,2015,623212.04,538126.94,27284.43,1260.8,56539.87,33867.0,22651.15,21.72,0.96
11323,9/27/2015,organic,SanFrancisco,2015,11798.62,1220.59,10523.68,0.0,54.35,54.35,0.0,0.0,2.74
11540,7/26/2015,organic,Southeast,2015,33855.61,9842.79,6913.97,673.36,16425.49,13022.52,3402.97,0.0,1.67
17244,10/8/2017,organic,Spokane,2017,2803.12,236.06,946.35,0.0,1620.71,624.44,996.27,0.0,2.74
1595,4/26/2015,conventional,NorthernNewEngland,2015,311879.23,1960.76,253562.76,79.62,56276.09,56259.03,17.06,0.0,1.24
12520,9/11/2016,organic,DallasFtWorth,2016,26658.47,10022.44,247.44,0.0,16388.59,16072.8,315.79,0.0,1.16
15653,10/15/2017,organic,HartfordSpringfield,2017,16619.7,60.56,2147.55,4.22,14407.37,14397.99,9.38,0.0,1.81
2440,1/25/2015,conventional,Southeast,2015,2778000.82,1990978.47,266024.34,18600.92,502397.09,281141.42,221255.67,0.0,1.15
6111,8/27/2017,conventional,CincinnatiDayton,2017,253876.89,4199.84,88697.4,645.63,160334.02,21251.16,138455.0,627.86,1.31
13166,4/10/2016,organic,Louisville,2016,1886.22,4.9,1398.03,0.0,483.29,123.33,359.96,0.0,1.41
12854,4/10/2016,organic,HartfordSpringfield,2016,8039.96,33.34,2817.51,0.0,5189.11,5144.65,44.46,0.0,2.31
8878,2/25/2018,conventional,PhoenixTucson,2018,1224254.4,621383.55,216588.22,13517.52,372765.11,218471.0,148190.88,6103.23,0.72
16351,8/13/2017,organic,NorthernNewEngland,2017,13218.86,13.62,246.35,0.0,12958.89,12958.89,0.0,0.0,1.69
3698,11/13/2016,conventional,HartfordSpringfield,2016,184928.64,3119.08,129123.05,107.47,52579.04,52391.67,187.37,0.0,1.82
18140,1/7/2018,organic,SouthCarolina,2018,19702.51,257.05,4243.68,151.13,15050.65,14269.86,780.79,0.0,1.26
12079,3/6/2016,organic,BaltimoreWashington,2016,21611.1,658.79,10332.37,340.33,10279.61,2023.14,8256.47,0.0,1.41
3476,2/21/2016,conventional,Denver,2016,955582.65,155250.0,331998.14,14973.1,453361.41,43379.59,409969.42,12.4,0.73
3620,5/15/2016,conventional,GreatLakes,2016,4324700.33,541979.64,2165410.51,491344.53,1125965.65,774859.17,273929.8,77176.68,0.91
5796,8/6/2017,conventional,Boise,2017,73710.09,37252.55,3802.7,7644.86,25009.98,16530.36,8380.66,98.96,1.54
10348,6/28/2015,organic,Louisville,2015,1744.67,8.76,1260.31,0.0,475.6,233.33,242.27,0.0,1.49
1122,5/31/2015,conventional,LasVegas,2015,285741.48,134269.07,84841.82,8253.99,58376.6,41385.11,16991.49,0.0,1.03
1648,4/19/2015,conventional,Orlando,2015,231777.27,157931.42,18812.23,205.89,54827.73,35504.7,19323.03,0.0,1.23
14130,9/25/2016,organic,SanFrancisco,2016,21280.92,1004.39,17080.28,0.0,3196.25,3172.92,23.33,0.0,2.35
8433,11/5/2017,conventional,WestTexNewMexico,2017,791515.45,381629.56,199062.24,8891.13,201932.52,62748.05,139154.47,30.0,0.94
14357,5/15/2016,organic,Southeast,2016,63876.47,14100.94,10954.62,341.16,38479.75,32194.5,6285.25,0.0,1.44
17744,1/7/2018,organic,DallasFtWorth,2018,21286.58,4020.53,454.86,0.0,16811.19,14157.14,2654.05,0.0,1.45
11796,8/23/2015,organic,TotalUS,2015,666276.26,176723.74,298092.6,5985.12,185474.8,119991.27,65483.53,0.0,1.72
13389,12/25/2016,organic,NewYork,2016,37438.54,5592.11,15901.97,772.3,15172.16,14698.51,473.65,0.0,2.17
15513,6/4/2017,organic,GrandRapids,2017,1389.65,2.87,903.88,0.0,482.9,326.67,156.23,0.0,2.33
14655,8/21/2016,organic,West,2016,144812.23,43598.18,50611.87,104.26,50497.92,31310.25,19187.67,0.0,1.82
11309,1/4/2015,organic,SanDiego,2015,19089.36,17522.46,735.22,2.87,828.81,828.81,0.0,0.0,1.23
11239,5/10/2015,organic,Sacramento,2015,27835.34,13918.56,13294.66,0.0,622.12,622.12,0.0,0.0,1.3
42,3/8/2015,conventional,Albany,2015,40507.36,795.68,30370.64,159.05,9181.99,8827.55,354.44,0.0,1.07
11864,5/3/2015,organic,West,2015,378778.68,208996.22,121444.88,242.71,48094.87,10896.11,37198.76,0.0,1.24
997,10/25/2015,conventional,Indianapolis,2015,151558.74,4333.17,89943.26,16586.3,40696.01,18548.38,19394.8,2752.83,1.02
10360,4/5/2015,organic,Louisville,2015,1517.39,4.82,896.16,0.0,616.41,330.0,286.41,0.0,1.59
7299,3/26/2017,conventional,Orlando,2017,281795.07,164358.1,38333.89,88.48,79014.6,44649.55,34365.05,0.0,1.62
2947,4/24/2016,conventional,BaltimoreWashington,2016,915500.04,61118.12,638833.81,15861.03,199687.08,196063.01,3132.4,491.67,1.13
11430,9/6/2015,organic,SouthCarolina,2015,4032.41,541.49,1732.31,545.05,1213.56,1166.16,47.4,0.0,2.0
1712,1/25/2015,conventional,Philadelphia,2015,355645.73,16112.5,211453.65,1409.19,126670.39,110991.22,15679.17,0.0,1.36
5809,5/7/2017,conventional,Boise,2017,121483.27,60550.46,3285.18,9701.89,47945.74,45880.43,2055.34,9.97,1.09
3572,4/17/2016,conventional,GrandRapids,2016,332191.52,1877.71,256399.93,8605.75,65308.13,58861.1,6229.98,217.05,0.89
11411,1/18/2015,organic,Seattle,2015,44616.23,6222.73,30224.67,7.34,8161.49,216.67,7944.82,0.0,1.45
7823,5/7/2017,conventional,SanDiego,2017,613046.52,221144.52,148033.96,20790.62,223077.42,221019.65,202.29,1855.48,1.05
9099,1/21/2018,conventional,TotalUS,2018,42939821.55,14218843.83,13929702.12,928815.12,13862460.48,9866218.28,3789722.9,206519.3,1.08
14442,9/25/2016,organic,StLouis,2016,5873.36,1707.38,708.57,0.0,3457.41,1017.25,2440.16,0.0,1.5
4629,12/18/2016,conventional,Plains,2016,1426470.94,581861.96,428227.02,3271.57,413110.39,377226.69,30112.48,5771.22,1.06
14982,6/11/2017,organic,Boston,2017,20437.87,9.81,1490.22,0.0,18937.84,17150.28,1787.56,0.0,2.07
4283,8/14/2016,conventional,NewYork,2016,1275952.93,18600.18,714407.25,13049.64,529895.86,496919.98,31781.23,1194.65,1.49
17240,11/5/2017,organic,Spokane,2017,2596.51,215.25,1023.49,0.0,1357.77,380.0,977.77,0.0,2.54
17459,9/17/2017,organic,TotalUS,2017,1074567.7,140979.17,243233.57,891.6,689301.75,582096.9,107163.76,41.09,2.0
